22 08 2017, 0.65, 12.32
23 08 2017, 65.27, 12.33
24 08 2017, 26.21, 11.22
25 08 2017, 0.00, 9.59
26 08 2017, 0.00, 8.44
27 08 2017, 6.27, 11.38
28 08 2017, 0.00, 10.95
29 08 2017, 5.46, 11.09
30 08 2017, 0.00, 11.12
31 08 2017, 0.00, 9.48
01 09 2017, 0.00, 13.84
02 09 2017, 0.00, 21.87
03 09 2017, 14.16, 11.69
04 09 2017, 85.81, 12.15
05 09 2017, 6.15, 12.72
07 09 2017, 49.54, 13.95
08 09 2017, 10.34, 13.61
10 09 2017, 0.00, 19.42
11 09 2017, 0.00, 14.37
12 09 2017, 0.00, 21.80
13 09 2017, 7.64, 11.86
14 09 2017, 24.51, 17.16
15 09 2017, 6.48, 16.55
16 09 2017, 0.00, 7.18
17 09 2017, 0.00, 9.31
18 09 2017, 6.02, 20.32
19 09 2017, 12.65, 11.31
20 09 2017, 0.00, 13.94
21 09 2017, 0.00, 18.79
22 09 2017, 0.00, 14.19
23 09 2017, 0.00, 21.92
24 09 2017, 56.25, 14.56
25 09 2017, 13.99, 13.44
26 09 2017, 0.00, 17.54
27 09 2017, 0.00, 17.27
28 09 2017, 2.15, 12.52
29 09 2017, 50.04, 11.05
30 09 2017, 7.35, 10.08
01 10 2017, 0.30, 13.25
04 10 2017, 0.00, 14.37
05 10 2017, 8.78, 14.03
06 10 2017, 0.00, 7.10
07 10 2017, 0.00, 24.33
08 10 2017, 0.00, 13.22
09 10 2017, 8.54, 11.47
10 10 2017, 0.00, 10.87
11 10 2017, 48.12, 33.01
12 10 2017, 12.99, 14.66
13 10 2017, 13.70, 18.08
14 10 2017, 0.00, 14.60
15 10 2017, 0.00, 15.10
16 10 2017, 0.00, 15.75
17 10 2017, 0.00, 13.30
18 10 2017, 0.00, 22.54
19 10 2017, 0.00, 18.50
20 10 2017, 0.00, 8.93
21 10 2017, 0.00, 10.21
22 10 2017, 0.00, 17.07
23 10 2017, 0.00, 16.30
24 10 2017, 0.00, 20.56
25 10 2017, 0.00, 20.24
26 10 2017, 1.65, 16.89
27 10 2017, 0.00, 20.92
28 10 2017, 2.01, 10.95
29 10 2017, 0.00, 17.48
30 10 2017, 53.87, 10.72
31 10 2017, 5.79, 12.92
01 11 2017, 0.26, 19.69
02 11 2017, 0.00, 20.87
03 11 2017, 0.00, 11.05
04 11 2017, 0.00, 5.96
06 11 2017, 0.00, 10.58
07 11 2017, 0.00, 11.08
08 11 2017, 0.00, 7.51
09 11 2017, 0.00, 8.58
10 11 2017, 0.00, 17.90
11 11 2017, 0.00, 22.57
12 11 2017, 0.00, 19.16
13 11 2017, 0.00, 18.30
14 11 2017, 0.00, 21.38
15 11 2017, 180.09, 35.67
16 11 2017, 7.88, 15.22
17 11 2017, 1.60, 27.00
18 11 2017, 0.00, 18.68
19 11 2017, 0.00, 19.46
20 11 2017, 14.64, 25.29
21 11 2017, 6.30, 22.86
