12Z 05 12 2017, 0.00, 14.41
00Z 06 12 2017, 0.00, 14.35
12Z 06 12 2017, 0.00, 15.17
00Z 07 12 2017, 3.99, 24.23
12Z 07 12 2017, 3.30, 12.21
00Z 08 12 2017, 0.00, 12.44
12Z 08 12 2017, 0.00, 21.04
00Z 09 12 2017, 0.00, 17.50
12Z 09 12 2017, 0.00, 15.96
00Z 10 12 2017, 0.00, 14.48
12Z 10 12 2017, 0.00, 13.29
00Z 11 12 2017, 0.00, 10.40
12Z 11 12 2017, 0.00, 8.32
00Z 12 12 2017, 0.00, 12.83
12Z 12 12 2017, 0.00, 12.52
00Z 13 12 2017, 0.00, 19.45
12Z 13 12 2017, 0.16, 32.90
00Z 14 12 2017, 0.00, 24.59
12Z 14 12 2017, 0.00, 17.27
00Z 15 12 2017, 0.00, 15.90
12Z 15 12 2017, 0.00, 15.08
00Z 16 12 2017, 0.00, 15.97
12Z 16 12 2017, 0.00, 16.80
00Z 17 12 2017, 0.00, 21.94
12Z 17 12 2017, 0.00, 29.97
00Z 18 12 2017, 0.00, 35.01
12Z 18 12 2017, 0.00, 39.19
00Z 19 12 2017, 0.00, 19.42
12Z 19 12 2017, 9.05, 20.00
00Z 20 12 2017, 95.49, 22.65
12Z 20 12 2017, 0.00, 16.35
00Z 21 12 2017, 0.00, 15.90
12Z 21 12 2017, 0.00, 15.44
00Z 22 12 2017, 0.00, 14.29
12Z 22 12 2017, 0.00, 11.93
00Z 23 12 2017, 0.00, 15.27
12Z 23 12 2017, 0.00, 22.99
00Z 24 12 2017, 0.00, 11.45
12Z 24 12 2017, 0.00, 11.52
00Z 25 12 2017, 0.00, 9.93
12Z 25 12 2017, 0.00, 11.89
00Z 26 12 2017, 0.00, 10.43
12Z 26 12 2017, 0.00, 18.43
00Z 27 12 2017, 0.00, 23.34
12Z 27 12 2017, 0.00, 39.12
00Z 28 12 2017, 9.70, 45.15
12Z 28 12 2017, 0.00, 37.96
00Z 29 12 2017, 0.00, 41.91
12Z 29 12 2017, 0.00, 15.22
00Z 30 12 2017, 6.01, 25.16
12Z 30 12 2017, 0.00, 16.84
00Z 31 12 2017, 0.00, 18.15
12Z 31 12 2017, 0.00, 17.17
